X,Y,I
0.04554,0.305835,0.199526
0.046075,0.305632,0.199513
0.046479,0.305474,0.199509
0.046886,0.305317,0.199506
0.047223,0.305211,0.199498
0.047582,0.305077,0.199485
0.047884,0.304984,0.199475
0.04814,0.304891,0.199463
0.048358,0.304813,0.199454
0.048598,0.30472,0.199444
0.048812,0.304651,0.199436
0.049082,0.304578,0.199424
0.049422,0.304456,0.199417
0.049764,0.304329,0.199409
0.050179,0.304183,0.199402
0.050686,0.303992,0.199397
0.051236,0.303774,0.199393
0.051774,0.303546,0.199386
0.05239,0.303319,0.199379
0.053021,0.303071,0.199372
0.053609,0.302846,0.199359
0.054174,0.30264,0.199345
0.054694,0.302432,0.199337
0.055156,0.302265,0.199324
0.055572,0.302095,0.199309
0.056001,0.301947,0.1993
0.056367,0.301813,0.199289
0.056722,0.30169,0.199278
0.057005,0.301589,0.199272
0.057326,0.301491,0.199255
0.057595,0.301392,0.199243
0.05789,0.301284,0.199231
0.05826,0.301154,0.199217
0.05865,0.301002,0.1992
0.059111,0.30084,0.199185
0.059606,0.300652,0.199172
0.060154,0.300458,0.199164
0.060697,0.300238,0.199151
0.061362,0.299997,0.199132
0.062093,0.299708,0.199119
0.062736,0.299462,0.199104
0.063394,0.299231,0.199097
0.063998,0.299001,0.199083
0.064605,0.298764,0.199068
0.0651,0.298575,0.199051
0.065615,0.298376,0.199025
0.06607,0.298195,0.198999
0.06652,0.298012,0.198988
0.066892,0.2979,0.198971
0.067273,0.297767,0.198963
0.067644,0.297642,0.198957
0.068022,0.297525,0.198943
0.068421,0.297372,0.198932
0.068859,0.297225,0.198919
0.069374,0.297029,0.198912
0.069838,0.296856,0.1989
0.070455,0.296633,0.198883
0.071039,0.296425,0.198871
0.071677,0.29617,0.198862
0.072363,0.29587,0.198848
0.073053,0.295637,0.198825
0.073745,0.295371,0.198812
0.07447,0.295079,0.198796
0.075209,0.294783,0.198777
0.07582,0.294535,0.198753
0.076439,0.294324,0.198733
0.076936,0.294133,0.198722
0.077461,0.293947,0.198701
0.077935,0.293783,0.198689
0.078426,0.29359,0.198677
0.078926,0.293424,0.198662
0.079365,0.293263,0.198648
0.079787,0.2931,0.198636
0.080303,0.292916,0.198618
0.08085,0.292711,0.198598
0.081353,0.292517,0.19858
0.081945,0.292307,0.198567
0.082604,0.292068,0.19855
0.083233,0.291844,0.198531
0.083968,0.291557,0.198513
0.084629,0.291269,0.198498
0.085384,0.290985,0.198475
0.086125,0.290713,0.198456
0.086875,0.290452,0.198442
0.087623,0.290176,0.198419
0.08833,0.289947,0.198394
0.088967,0.289709,0.198367
0.089516,0.289488,0.198342
0.090094,0.289261,0.198318
0.090693,0.289031,0.198298
0.091271,0.288838,0.198278
0.09183,0.288659,0.198254
0.092316,0.288493,0.198226
0.092885,0.288304,0.198192
0.093436,0.288084,0.198176
0.094035,0.287868,0.198151
0.094645,0.287641,0.198122
0.095315,0.287415,0.198105
0.095991,0.287168,0.198084
0.096724,0.286893,0.198057
0.097437,0.286622,0.198023
0.09816,0.286374,0.197997
0.098953,0.286062,0.197965
0.099794,0.285727,0.197933
0.100636,0.285418,0.197908
0.101417,0.285122,0.197883
0.102163,0.284855,0.197873
0.102884,0.284596,0.197848
0.103526,0.28435,0.197823
0.104193,0.284087,0.197787
0.104835,0.283847,0.197757
0.105463,0.283601,0.197735
0.106077,0.283402,0.197702
0.10666,0.283191,0.19767
0.107324,0.282933,0.197643
0.107984,0.282694,0.197618
0.108628,0.282494,0.197585
0.10937,0.282183,0.197564
0.110113,0.281917,0.197531
0.110899,0.281622,0.197504
0.111678,0.281319,0.197476
0.112458,0.281015,0.197459
0.113208,0.280761,0.197431
0.114113,0.280432,0.197398
0.114949,0.28011,0.197367
0.115824,0.279793,0.197343
0.1166,0.279509,0.197309
0.117461,0.279198,0.197269
0.118266,0.27891,0.197241
0.118999,0.278615,0.197215
0.119755,0.27835,0.197177
0.12049,0.278087,0.197145
0.121197,0.277831,0.197116
0.121869,0.277598,0.197095
0.122541,0.277323,0.197056
0.123242,0.277064,0.197017
0.124,0.276809,0.196994
0.124774,0.276534,0.196969
0.125561,0.276252,0.196946
0.1264,0.275939,0.196904
0.127241,0.27562,0.196876
0.128157,0.275297,0.19684
0.12902,0.27501,0.196801
0.129968,0.274672,0.196768
0.13088,0.274302,0.196707
0.131799,0.273923,0.196665
0.132748,0.273574,0.196616
0.13364,0.273259,0.196586
0.134597,0.272915,0.196549
0.135487,0.272565,0.196507
0.136298,0.272264,0.196457
0.137117,0.271993,0.19643
0.137905,0.271667,0.196407
0.138674,0.271407,0.196375
0.139428,0.271125,0.196336
0.140224,0.27082,0.196304
0.141021,0.270531,0.196268
0.141834,0.270262,0.196212
0.142737,0.269931,0.196181
0.143609,0.269583,0.196141
0.144554,0.269263,0.1961
0.145516,0.268888,0.196062
0.146434,0.26857,0.19601
0.147493,0.268202,0.195968
0.148411,0.267863,0.195923
0.149371,0.267482,0.195886
0.150326,0.267156,0.195846
0.151324,0.266768,0.195792
0.152386,0.266387,0.195749
0.153421,0.266004,0.195698
0.154328,0.265691,0.195645
0.155273,0.265383,0.195604
0.156179,0.265071,0.195562
0.157057,0.264758,0.195509
0.157917,0.264444,0.195464
0.158764,0.264132,0.195434
0.159672,0.263796,0.195381
0.160526,0.263476,0.195343
0.161481,0.263139,0.195269
0.162424,0.262818,0.195228
0.16347,0.262444,0.195183
0.164456,0.262019,0.195138
0.165425,0.261631,0.195097
0.166531,0.261221,0.195066
0.167517,0.260835,0.195033
0.168558,0.260485,0.194984
0.169601,0.260092,0.194926
0.170648,0.259691,0.19488
0.171651,0.259313,0.194833
0.172717,0.258948,0.194795
0.17379,0.25855,0.194746
0.174805,0.258189,0.194688
0.17586,0.257818,0.194628
0.17688,0.257484,0.194579
0.177841,0.257125,0.194537
0.178821,0.256811,0.194487
0.179801,0.256475,0.194426
0.180773,0.256124,0.194375
0.181825,0.255779,0.194303
0.182806,0.255431,0.194262
0.183898,0.255026,0.194204
0.184999,0.254617,0.194154
0.186012,0.254252,0.194097
0.18719,0.253782,0.194042
0.188298,0.253389,0.193986
0.189418,0.252948,0.193942
0.190589,0.252493,0.193888
0.191725,0.252074,0.193834
0.192806,0.251667,0.193791
0.193931,0.251257,0.193727
0.195157,0.25079,0.193676
0.196342,0.25036,0.193614
0.19746,0.249948,0.193546
0.198665,0.249497,0.193483
0.1997,0.249087,0.193429
0.20077,0.248714,0.193368
0.201906,0.248325,0.193308
0.202997,0.247928,0.193275
0.204064,0.247543,0.193207
0.205135,0.247131,0.193129
0.206294,0.246703,0.193072
0.20745,0.246252,0.193016
0.208608,0.245834,0.192943
0.209748,0.245398,0.192884
0.210864,0.244996,0.19282
0.212071,0.244583,0.192747
0.213241,0.244138,0.19268
0.214425,0.243717,0.192611
0.215666,0.24325,0.192538
0.216924,0.242755,0.192466
0.21821,0.242319,0.192416
0.219472,0.24181,0.19234
0.220705,0.241359,0.192292
0.221968,0.240869,0.192221
0.223166,0.240436,0.192158
0.224319,0.240028,0.192093
0.225575,0.239589,0.192008
0.226779,0.239181,0.191934
0.227952,0.238789,0.191849
0.229134,0.238372,0.191777
0.230327,0.237937,0.191691
0.231515,0.23748,0.191616
0.232657,0.23704,0.191556
0.233878,0.236613,0.191483
0.235122,0.236172,0.191415
0.236388,0.235692,0.191356
0.237659,0.235243,0.1913
0.238987,0.234785,0.191221
0.240255,0.23432,0.191144
0.241617,0.233824,0.191064
0.242923,0.233333,0.190996
0.24426,0.232863,0.190936
0.245609,0.232395,0.190863
0.246946,0.231927,0.190785
0.248379,0.231425,0.190705
0.249671,0.230956,0.190638
0.250976,0.230477,0.19056
0.252324,0.230006,0.1905
0.253579,0.229582,0.190403
0.254894,0.229117,0.190325
0.256159,0.228652,0.190249
0.257355,0.228266,0.190171
0.258701,0.227823,0.190086
0.260028,0.227369,0.189981
0.261366,0.226923,0.189898
0.262782,0.226424,0.189834
0.264118,0.225969,0.18976
0.265546,0.225455,0.189662
0.267022,0.224925,0.189568
0.268481,0.224445,0.18948
0.269858,0.223887,0.189398
0.271237,0.223386,0.189329
0.272595,0.222894,0.189237
0.274008,0.222436,0.189135
0.275601,0.221872,0.18903
0.276939,0.22138,0.188949
0.278462,0.220791,0.188874
0.279859,0.220263,0.188805
0.281235,0.21978,0.18871
0.282669,0.21929,0.188595
0.284061,0.21881,0.188505
0.285389,0.21835,0.188404
0.286704,0.217893,0.188314
0.288057,0.217379,0.188237
0.289448,0.216907,0.18816
0.290958,0.216351,0.188057
0.29235,0.215817,0.187993
0.293818,0.215291,0.187909
0.295262,0.214754,0.187812
0.296775,0.214226,0.18772
0.29826,0.213721,0.187635
0.29974,0.213175,0.187543
0.301195,0.212656,0.187426
0.302645,0.212153,0.187292
0.304193,0.211594,0.187193
0.305674,0.211066,0.187112
0.30726,0.210483,0.187015
0.308741,0.209938,0.18692
0.310294,0.20945,0.186817
0.311755,0.208948,0.186724
0.313254,0.208457,0.186614
0.314718,0.207955,0.186498
0.316144,0.207489,0.186373
0.317611,0.207009,0.186258
0.319042,0.206524,0.186145
0.320498,0.205979,0.186035
0.32199,0.205468,0.185955
0.323554,0.204913,0.185842
0.32506,0.204382,0.185706
0.326659,0.203847,0.185596
0.328268,0.203285,0.185475
0.32979,0.202751,0.185374
0.331349,0.202162,0.185241
0.332962,0.201575,0.185123
0.334554,0.200993,0.185026
0.336078,0.200475,0.184908
0.337626,0.199928,0.184797
0.33913,0.199399,0.18468
0.340825,0.198838,0.184551
0.34238,0.198313,0.184434
0.343937,0.197797,0.184296
0.345512,0.197252,0.184195
0.346978,0.196804,0.184069
0.348424,0.196294,0.183969
0.349881,0.195802,0.183861
0.351443,0.195278,0.183749
0.352971,0.194789,0.183616
0.354571,0.194265,0.183495
0.356087,0.193722,0.183374
0.35768,0.193204,0.18326
0.359362,0.192589,0.183114
0.360922,0.19208,0.182994
0.362579,0.191511,0.182876
0.364186,0.190903,0.182764
0.365811,0.190337,0.182614
0.367507,0.189749,0.18246
0.369137,0.189218,0.18235
0.370615,0.188713,0.182213
0.372173,0.188168,0.182081
0.373839,0.187622,0.181931
0.375386,0.18713,0.181808
0.376979,0.186606,0.181678
0.378476,0.1861,0.181542
0.379997,0.185558,0.18142
0.381466,0.185011,0.181286
0.382896,0.184538,0.18115
0.384459,0.18405,0.181014
0.386023,0.183518,0.180856
0.387445,0.183063,0.180693
0.388976,0.182542,0.180582
0.390571,0.181971,0.180436
0.392303,0.181382,0.180292
0.393843,0.180846,0.180172
0.395401,0.180288,0.18003
0.396993,0.179754,0.179892
0.398621,0.179178,0.179745
0.400257,0.178608,0.179583
0.401794,0.178107,0.179429
0.403327,0.177582,0.179279
0.404808,0.177053,0.179135
0.406378,0.176505,0.17901
0.407962,0.175934,0.178874
0.409546,0.175394,0.178704
0.411057,0.17491,0.178559
0.412571,0.174407,0.178445
0.414029,0.173917,0.178296
0.41559,0.173402,0.178153
0.417169,0.172893,0.178021
0.41865,0.172415,0.177884
0.4201,0.171898,0.177732
0.421678,0.171342,0.177589
0.423326,0.17081,0.177442
0.424936,0.170266,0.177279
0.42647,0.169757,0.177132
0.428017,0.169232,0.176983
0.429521,0.168727,0.176821
0.430937,0.168267,0.176669
0.432461,0.167783,0.176499
0.433894,0.167258,0.176361
0.435289,0.166802,0.176209
0.436799,0.166276,0.176063
0.438202,0.165784,0.175881
0.43971,0.165296,0.175738
0.441079,0.164816,0.17558
0.442502,0.164336,0.17543
0.443885,0.16388,0.175273
0.445246,0.163386,0.175099
0.446727,0.162887,0.174931
0.448176,0.162384,0.174753
0.449437,0.161943,0.174597
0.45084,0.161462,0.174405
0.452352,0.160965,0.174235
0.453764,0.160453,0.174086
0.455168,0.159952,0.173931
0.456584,0.159482,0.173758
0.458026,0.15898,0.17359
0.45944,0.158469,0.173437
0.460911,0.157941,0.173268
0.462255,0.157456,0.173129
0.463581,0.157008,0.172968
0.464942,0.156514,0.172778
0.466376,0.156021,0.172618
0.467799,0.155505,0.172437
0.469168,0.155025,0.172306
0.470487,0.154534,0.172149
0.471894,0.154045,0.171994
0.473264,0.153544,0.171836
0.474652,0.153061,0.171666
0.476054,0.152552,0.171508
0.477378,0.152073,0.171372
0.478815,0.151592,0.171213
0.480291,0.151078,0.171052
0.481711,0.150581,0.170893
0.483188,0.15004,0.170736
0.484498,0.149557,0.170572
0.485921,0.149055,0.170405
0.487352,0.148533,0.170235
0.488746,0.148028,0.170058
0.490074,0.147526,0.169911
0.491387,0.147084,0.16973
0.49271,0.146702,0.169551
0.493988,0.146282,0.169358
0.495295,0.145837,0.169164
0.496675,0.145336,0.168989
0.497924,0.144938,0.168852
0.49916,0.144476,0.168695
0.500424,0.14406,0.168538
0.501697,0.143635,0.168377
0.502882,0.143213,0.168219
0.50408,0.142813,0.168082
0.505355,0.142394,0.167922
0.506635,0.141959,0.167725
0.507899,0.141519,0.167575
0.509191,0.141058,0.167393
0.510549,0.140593,0.167224
0.511773,0.140162,0.167043
0.513056,0.139709,0.1669
0.514383,0.139225,0.16674
0.515706,0.138771,0.166579
0.516966,0.138361,0.166385
0.518094,0.137948,0.166224
0.519356,0.137482,0.166065
0.520394,0.137092,0.165927
0.521616,0.136645,0.165751
0.522758,0.136236,0.165601
0.523952,0.135792,0.165456
0.525111,0.135379,0.165297
0.526359,0.134923,0.165135
0.52751,0.134509,0.164954
0.528688,0.134089,0.164792
0.529933,0.13367,0.164639
0.531063,0.13326,0.164483
0.532208,0.132872,0.164315
0.533273,0.132511,0.164139
0.534359,0.132121,0.163982
0.535405,0.131719,0.163827
0.536551,0.131295,0.163676
0.537601,0.130886,0.163512
0.538741,0.130474,0.163346
0.539858,0.130071,0.163203
0.540868,0.129739,0.163032
0.541902,0.129354,0.162881
0.542841,0.128975,0.162698
0.543828,0.12862,0.162504
0.544817,0.128293,0.162327
0.545836,0.12792,0.162187
0.546797,0.127536,0.162049
0.547855,0.127175,0.161877
0.548859,0.126803,0.161734
0.549867,0.12643,0.161576
0.550914,0.126052,0.161398
0.551927,0.125674,0.161233
0.552951,0.125299,0.161073
0.553929,0.124916,0.160889
0.554924,0.124553,0.160731
0.555919,0.124208,0.160566
0.556954,0.123829,0.160392
0.557973,0.123437,0.160234
0.559053,0.123057,0.160083
0.560079,0.122698,0.159956
0.56103,0.122346,0.159797
0.562018,0.121939,0.159639
0.563034,0.121588,0.159492
0.564,0.121238,0.159338
0.564925,0.120888,0.159183
0.565902,0.120522,0.159042
0.566831,0.120209,0.158899
0.567757,0.119842,0.158748
0.568732,0.11951,0.158595
0.569691,0.11917,0.15845
0.570679,0.118846,0.1583
0.57163,0.118517,0.158132
0.572496,0.118207,0.157995
0.573469,0.117866,0.157839
0.57436,0.11755,0.157711
0.575292,0.117237,0.157538
0.576216,0.116881,0.157372
0.577122,0.116545,0.157227
0.578049,0.116185,0.15709
0.578982,0.115799,0.156933
0.579903,0.115456,0.156763
0.580821,0.115097,0.156592
0.581672,0.114805,0.156449
0.582545,0.11451,0.156276
0.583383,0.114212,0.15612
0.584262,0.113912,0.155969
0.585153,0.113544,0.155818
0.585964,0.113222,0.155658
0.586942,0.112837,0.155509
0.587824,0.112526,0.155336
0.588801,0.112162,0.155193
0.589596,0.111854,0.155028
0.590448,0.111562,0.15486
0.591284,0.111238,0.154693
0.592173,0.110938,0.154539
0.593051,0.110593,0.154401
0.593841,0.110323,0.154236
0.594707,0.110039,0.154073
0.595533,0.109755,0.153915
0.596411,0.109455,0.153734
0.597265,0.109167,0.153569
0.598014,0.108898,0.15343
0.598763,0.108653,0.15324
0.599507,0.108417,0.153109
0.600234,0.108155,0.152963
0.600986,0.107912,0.152814
0.601683,0.107646,0.152654
0.602471,0.107353,0.152454
0.603283,0.107068,0.152294
0.60406,0.106786,0.152134
0.60477,0.106527,0.151999
0.605509,0.106269,0.15186
0.606069,0.106034,0.151711
0.606766,0.105825,0.151546
0.607539,0.105542,0.151397
0.608195,0.105297,0.151256
0.608893,0.105076,0.151095
0.609508,0.104865,0.150947
0.610154,0.104634,0.150793
0.61079,0.104406,0.150641
0.611439,0.104167,0.150462
0.612066,0.103949,0.150317
0.612689,0.103722,0.15014
0.613322,0.103501,0.149962
0.613925,0.103287,0.149789
0.614489,0.103088,0.149629
0.615053,0.102891,0.149463
0.615717,0.102662,0.149294
0.616317,0.102409,0.149137
0.616918,0.102205,0.148977
0.617559,0.10198,0.148822
0.618139,0.101804,0.148686
0.618668,0.10161,0.148545
0.619239,0.101411,0.148387
0.619862,0.101173,0.148222
0.620425,0.100992,0.148077
0.620981,0.100808,0.147907
0.621518,0.100627,0.147725
0.622069,0.100435,0.147565
0.622574,0.100279,0.14741
0.623074,0.100105,0.147263
0.62352,0.09994,0.147127
0.623985,0.099785,0.146981
0.624453,0.099629,0.146833
0.624939,0.09944,0.14668
0.625424,0.099261,0.146523
0.625824,0.099132,0.14636
0.626229,0.098972,0.146211
0.626626,0.098832,0.146065
0.627054,0.098652,0.1459
0.627515,0.098485,0.145736
0.627901,0.098363,0.145582
0.628274,0.098245,0.145426
0.628603,0.098122,0.145284
0.62902,0.097979,0.145114
0.629322,0.097882,0.144962
0.62961,0.097772,0.144815
0.629933,0.097677,0.144658
0.630232,0.097566,0.1445
0.630529,0.097474,0.144329
0.63082,0.097364,0.144174
0.631078,0.097261,0.144036
0.631321,0.097177,0.143896
0.631553,0.097093,0.143739
0.631822,0.096992,0.143575
0.632089,0.096908,0.143433
0.632308,0.096838,0.143308
0.632547,0.096754,0.143138
0.632808,0.096666,0.142965
0.633063,0.096585,0.14279
0.633317,0.096481,0.142639
0.633514,0.0964,0.1425
0.633729,0.096321,0.142322
0.633884,0.09625,0.142207
0.634084,0.096187,0.142052
0.63422,0.096131,0.141931
0.634373,0.09607,0.1418
0.634553,0.095996,0.141651
0.634722,0.09593,0.141499
0.634895,0.095872,0.141349
0.635037,0.095826,0.141206
0.6352,0.095779,0.141058
0.635379,0.09574,0.140899
0.635493,0.095689,0.140768
0.635668,0.095632,0.14062
0.635839,0.095578,0.140483
0.635981,0.095524,0.140362
0.636092,0.09548,0.140259
0.63626,0.095423,0.140101
0.636433,0.095357,0.139966
0.636599,0.095307,0.139795
0.63675,0.095259,0.139656
0.636905,0.09519,0.139535
0.637061,0.095144,0.139371
0.637208,0.095105,0.139209
0.637314,0.095073,0.139085
0.637418,0.095032,0.138967
0.637523,0.094998,0.13883
0.637616,0.094956,0.138715
0.637677,0.094937,0.138604
0.637781,0.094904,0.138486
0.637902,0.094863,0.138347
0.638033,0.094829,0.138215
0.638139,0.094791,0.138094
0.638232,0.094756,0.137984
0.638328,0.094719,0.13787
0.638425,0.094679,0.137749
0.638524,0.09465,0.137633
0.638626,0.094612,0.137497
0.638747,0.094578,0.137364
0.638838,0.094544,0.137238
