X,Y,I
0.06056,0.300942,0.198182
0.060946,0.300821,0.198166
0.06138,0.300656,0.198143
0.061906,0.300466,0.19812
0.062459,0.300268,0.19809
0.063097,0.300019,0.198065
0.063726,0.299775,0.198041
0.064404,0.2995,0.198009
0.065045,0.29927,0.197977
0.065713,0.299028,0.197948
0.066311,0.298807,0.197923
0.066927,0.298582,0.197882
0.067469,0.298411,0.197853
0.06804,0.298206,0.197824
0.068569,0.298038,0.197791
0.069112,0.297862,0.19776
0.069567,0.297714,0.197729
0.070039,0.297557,0.197697
0.070485,0.297402,0.197669
0.070947,0.297254,0.197633
0.071356,0.29712,0.197595
0.071823,0.296967,0.197559
0.072334,0.296815,0.197525
0.072874,0.296621,0.1975
0.073456,0.296389,0.197464
0.074108,0.296137,0.197423
0.074779,0.295886,0.197381
0.075443,0.295633,0.197347
0.07615,0.295364,0.197314
0.076863,0.295109,0.197271
0.077527,0.294894,0.197228
0.07823,0.29465,0.197186
0.078891,0.29442,0.19715
0.079494,0.294207,0.19711
0.080078,0.293991,0.197066
0.080672,0.293786,0.19702
0.081238,0.293593,0.196982
0.081793,0.2934,0.196947
0.082283,0.293234,0.196906
0.082828,0.293048,0.196881
0.083369,0.292867,0.196843
0.083862,0.292702,0.196812
0.084413,0.292514,0.196785
0.084983,0.292325,0.19675
0.085653,0.292113,0.196711
0.08631,0.29186,0.196673
0.087014,0.291589,0.196649
0.087684,0.291343,0.196602
0.088446,0.291053,0.196557
0.089205,0.290775,0.196514
0.089923,0.29051,0.196467
0.090701,0.290202,0.196427
0.091411,0.289972,0.196391
0.09209,0.289738,0.196346
0.092825,0.28949,0.196303
0.093526,0.289248,0.196245
0.09417,0.28902,0.196192
0.094799,0.288824,0.196148
0.095454,0.288592,0.196107
0.096058,0.288389,0.19605
0.096717,0.288166,0.196001
0.097307,0.287983,0.195937
0.097937,0.287776,0.195897
0.098619,0.28753,0.195836
0.099318,0.28727,0.195791
0.100025,0.287042,0.195746
0.100762,0.286764,0.195696
0.101531,0.286494,0.195647
0.10227,0.286214,0.195607
0.103024,0.285937,0.195548
0.103831,0.285649,0.195514
0.104628,0.28536,0.195466
0.105454,0.285067,0.195402
0.106214,0.284805,0.195357
0.107009,0.284508,0.195301
0.107794,0.284227,0.19525
0.108497,0.283982,0.19521
0.109246,0.283714,0.195171
0.109942,0.283487,0.195127
0.110669,0.283258,0.19507
0.111397,0.28302,0.195011
0.112107,0.282775,0.194963
0.112825,0.282525,0.194909
0.11357,0.282291,0.194855
0.114305,0.282016,0.194802
0.115061,0.281757,0.19475
0.115891,0.28142,0.194703
0.116679,0.281132,0.19463
0.117521,0.28083,0.194579
0.118324,0.280549,0.194519
0.119226,0.280237,0.19445
0.120109,0.279917,0.194391
0.121004,0.279596,0.19432
0.121799,0.279314,0.194254
0.122637,0.279014,0.194181
0.123504,0.2787,0.194106
0.124338,0.278427,0.194036
0.125147,0.278162,0.193981
0.125938,0.277908,0.193913
0.126759,0.277592,0.193847
0.12758,0.277331,0.193767
0.128429,0.277048,0.193705
0.129249,0.276748,0.193645
0.130039,0.276491,0.19358
0.13086,0.276205,0.193522
0.131675,0.275919,0.193457
0.132507,0.275614,0.193405
0.133389,0.275309,0.193343
0.134289,0.274977,0.193269
0.135149,0.274655,0.193212
0.136094,0.27433,0.193135
0.13701,0.274006,0.19306
0.138009,0.273654,0.192991
0.138923,0.27336,0.19293
0.139765,0.273051,0.192859
0.140725,0.27274,0.192782
0.141618,0.272428,0.192719
0.142524,0.272106,0.192647
0.143388,0.271811,0.192589
0.14431,0.271484,0.192512
0.145234,0.271184,0.192443
0.146147,0.270862,0.192364
0.147078,0.270537,0.192306
0.14799,0.270219,0.19224
0.148871,0.269916,0.192168
0.149825,0.269584,0.192091
0.15075,0.269252,0.192017
0.15175,0.268906,0.19193
0.152705,0.268562,0.19184
0.153625,0.268244,0.191766
0.15462,0.267896,0.191698
0.155637,0.267555,0.191622
0.156728,0.267187,0.191544
0.157756,0.266832,0.191466
0.158743,0.266477,0.1914
0.159715,0.266119,0.191339
0.160788,0.265742,0.19127
0.1618,0.265376,0.191189
0.162785,0.265039,0.191106
0.163705,0.2647,0.191036
0.164701,0.264337,0.190953
0.165748,0.263984,0.190869
0.166808,0.263606,0.190771
0.167773,0.263268,0.190695
0.168825,0.262928,0.19061
0.169843,0.262562,0.190527
0.170841,0.262206,0.190444
0.171825,0.261851,0.190337
0.172835,0.261488,0.190265
0.173832,0.261149,0.190159
0.174842,0.26078,0.190073
0.175963,0.260418,0.189973
0.17708,0.260046,0.189894
0.178244,0.259652,0.189818
0.179349,0.259261,0.189739
0.1805,0.258889,0.189654
0.181624,0.258499,0.189571
0.182747,0.258097,0.18948
0.183864,0.257695,0.189392
0.184919,0.257315,0.189301
0.186035,0.256944,0.1892
0.187179,0.256542,0.189112
0.188197,0.256201,0.189021
0.189262,0.255848,0.188945
0.190356,0.255475,0.18884
0.191455,0.255085,0.188747
0.192519,0.254728,0.188636
0.193597,0.254376,0.188537
0.194694,0.253982,0.188435
0.195785,0.253616,0.18835
0.196885,0.253258,0.188257
0.198066,0.252836,0.188145
0.199229,0.252443,0.188064
0.200399,0.252036,0.187973
0.201588,0.251626,0.187878
0.202801,0.251202,0.187789
0.203985,0.250792,0.18769
0.205209,0.25035,0.187585
0.206371,0.249961,0.187499
0.207485,0.249563,0.187397
0.208762,0.249138,0.187272
0.209998,0.248719,0.187157
0.211216,0.248323,0.187043
0.212399,0.247937,0.186935
0.21358,0.247555,0.186816
0.214786,0.247128,0.186678
0.215971,0.246714,0.186568
0.217155,0.246314,0.186462
0.218399,0.245878,0.186338
0.219612,0.245432,0.186226
0.220842,0.245037,0.186122
0.222042,0.24465,0.186027
0.223342,0.244191,0.185913
0.224573,0.243784,0.1858
0.225842,0.243341,0.185687
0.227128,0.242907,0.185581
0.22839,0.242441,0.185444
0.229671,0.241992,0.185328
0.231,0.241551,0.18521
0.232274,0.241131,0.185089
0.233641,0.240655,0.184974
0.234994,0.240175,0.184856
0.236349,0.239727,0.184737
0.237652,0.239291,0.184613
0.238936,0.238868,0.184498
0.240152,0.238454,0.184358
0.241497,0.238021,0.184227
0.242714,0.237578,0.184084
0.244006,0.237123,0.183965
0.245375,0.236674,0.183856
0.246751,0.236225,0.183742
0.248038,0.235755,0.183634
0.249367,0.235279,0.183513
0.250782,0.234798,0.183402
0.25219,0.2343,0.183282
0.25356,0.233816,0.183173
0.254894,0.233355,0.183064
0.256258,0.232852,0.182919
0.257624,0.2324,0.182786
0.25903,0.231929,0.182647
0.260477,0.231427,0.182508
0.261881,0.23093,0.182358
0.263292,0.230474,0.182232
0.264718,0.229998,0.182116
0.266119,0.22955,0.181984
0.267438,0.229119,0.181841
0.268823,0.228678,0.181717
0.270126,0.228246,0.181586
0.271428,0.227782,0.181443
0.272866,0.227293,0.181331
0.274282,0.226796,0.181202
0.275642,0.226336,0.181096
0.277012,0.225893,0.180963
0.278487,0.225338,0.180818
0.279936,0.224841,0.180679
0.281361,0.224338,0.180533
0.28275,0.223849,0.180366
0.28427,0.22335,0.180204
0.285707,0.222893,0.180048
0.287177,0.222396,0.179876
0.288644,0.221905,0.179747
0.290074,0.221415,0.179601
0.291597,0.220912,0.179439
0.2931,0.220412,0.179302
0.294657,0.219866,0.179138
0.296072,0.219386,0.179
0.297557,0.218889,0.178863
0.298994,0.218407,0.178725
0.30038,0.217968,0.17857
0.301883,0.217437,0.178415
0.303365,0.216925,0.178276
0.304872,0.216399,0.178115
0.306303,0.215905,0.177987
0.307799,0.215364,0.17784
0.30931,0.214827,0.177671
0.310837,0.214295,0.177536
0.312347,0.213802,0.177384
0.313848,0.213327,0.177248
0.315366,0.212808,0.177089
0.316847,0.212307,0.176929
0.318381,0.211763,0.176767
0.319912,0.21125,0.176616
0.321496,0.210728,0.176476
0.322997,0.210215,0.176317
0.324586,0.209636,0.176169
0.326245,0.209072,0.17601
0.327761,0.208563,0.175851
0.329312,0.208043,0.175684
0.330863,0.207516,0.175522
0.332468,0.20697,0.175363
0.334029,0.206431,0.175198
0.335609,0.205879,0.175061
0.337073,0.205399,0.174909
0.338668,0.204855,0.174756
0.340179,0.204301,0.1746
0.341715,0.203755,0.174417
0.343317,0.203227,0.174256
0.344831,0.202691,0.174087
0.346411,0.202169,0.173942
0.348015,0.201607,0.173779
0.349619,0.201051,0.173597
0.351182,0.200544,0.173423
0.352843,0.199972,0.173249
0.354429,0.1994,0.173071
0.356075,0.198845,0.172888
0.35783,0.198254,0.172724
0.359423,0.197736,0.172543
0.361087,0.197198,0.172381
0.362708,0.196685,0.172223
0.36431,0.196178,0.172042
0.365882,0.195646,0.171856
0.367527,0.195104,0.171679
0.369108,0.194562,0.171478
0.370753,0.194003,0.171298
0.372388,0.193455,0.17111
0.374051,0.192931,0.170936
0.375744,0.192368,0.170734
0.377402,0.191825,0.170533
0.379036,0.191278,0.17035
0.380693,0.190735,0.170175
0.382355,0.190208,0.169987
0.384014,0.189684,0.169822
0.385675,0.189135,0.169619
0.38737,0.188573,0.169432
0.389121,0.188016,0.169237
0.390841,0.187405,0.169057
0.392537,0.186858,0.168851
0.394227,0.186279,0.168672
0.395846,0.185775,0.168473
0.397548,0.185224,0.168294
0.399228,0.184662,0.16809
0.400925,0.184116,0.167885
0.402582,0.183548,0.167699
0.404291,0.182996,0.167505
0.405987,0.182429,0.167324
0.407636,0.181881,0.167116
0.409357,0.181327,0.166906
0.411056,0.180759,0.16672
0.412714,0.180215,0.166528
0.414416,0.179675,0.166322
0.41616,0.179093,0.16613
0.417942,0.178536,0.165938
0.419664,0.178008,0.165727
0.42138,0.177478,0.165526
0.42311,0.176944,0.165316
0.424853,0.176415,0.165121
0.42656,0.175821,0.164935
0.428239,0.175292,0.164722
0.429956,0.174726,0.164553
0.431627,0.174167,0.164347
0.433328,0.173606,0.164141
0.43503,0.173072,0.163934
0.436698,0.172509,0.163745
0.438281,0.171952,0.163532
0.439932,0.171378,0.16332
0.441661,0.170825,0.16311
0.443309,0.17029,0.162881
0.444985,0.169754,0.162685
0.446613,0.169239,0.162471
0.448274,0.168684,0.162278
0.449903,0.16814,0.162057
0.45167,0.167586,0.161832
0.453441,0.166994,0.161636
0.455093,0.166409,0.161401
0.456788,0.16589,0.161177
0.458379,0.165374,0.160942
0.460069,0.164827,0.160702
0.461688,0.164275,0.160481
0.463295,0.163731,0.160277
0.464995,0.163142,0.160029
0.466666,0.16259,0.159798
0.4683,0.162061,0.15958
0.469908,0.161537,0.159363
0.471523,0.161009,0.159161
0.47304,0.160517,0.15894
0.474687,0.159947,0.158694
0.476291,0.159406,0.158472
0.477866,0.158854,0.158257
0.479336,0.158333,0.158055
0.48097,0.157797,0.157806
0.482598,0.157229,0.157583
0.484176,0.156665,0.157358
0.485843,0.156071,0.157122
0.48744,0.155542,0.156915
0.489071,0.155008,0.156693
0.490661,0.154484,0.156459
0.492249,0.153953,0.156228
0.493814,0.153422,0.15598
0.495397,0.152913,0.155753
0.496837,0.152391,0.155535
0.498416,0.151874,0.15529
0.499891,0.151418,0.155073
0.501301,0.150925,0.154859
0.502792,0.150447,0.154627
0.504311,0.149916,0.154402
0.505778,0.149418,0.154161
0.507204,0.14895,0.153922
0.508673,0.148464,0.153707
0.510024,0.148014,0.153493
0.51136,0.147573,0.153258
0.512718,0.147089,0.153046
0.514049,0.146634,0.152836
0.515499,0.146131,0.152601
0.516828,0.145701,0.152363
0.51818,0.145249,0.15213
0.519505,0.14479,0.151904
0.520921,0.144331,0.151657
0.522231,0.143874,0.151447
0.523533,0.143447,0.151242
0.524893,0.142975,0.151003
0.526147,0.142576,0.15077
0.527553,0.142123,0.150538
0.528929,0.141676,0.150322
0.530237,0.141209,0.150062
0.531511,0.140777,0.14984
0.532852,0.140357,0.149604
0.534105,0.139956,0.149347
0.53548,0.139507,0.149103
0.536807,0.139055,0.148843
0.538091,0.13864,0.14861
0.539393,0.138214,0.148401
0.540697,0.137792,0.148174
0.541996,0.137358,0.147972
0.54324,0.136933,0.147749
0.544486,0.136499,0.147545
0.545706,0.136107,0.147317
0.546957,0.135713,0.147121
0.548233,0.135255,0.146892
0.54945,0.134837,0.146636
0.55061,0.134445,0.146427
0.551726,0.134075,0.14621
0.552851,0.133659,0.146006
0.553969,0.133278,0.145808
0.555029,0.13291,0.145591
0.556257,0.132537,0.145345
0.557405,0.13216,0.14511
0.558574,0.131785,0.144891
0.559657,0.131416,0.144677
0.560839,0.131011,0.14445
0.561997,0.130634,0.144234
0.563096,0.130268,0.14401
0.564211,0.129876,0.143791
0.565396,0.129486,0.143573
0.56655,0.129101,0.143357
0.567655,0.128708,0.143114
0.568761,0.128342,0.142934
0.569876,0.127954,0.142724
0.570979,0.127551,0.142523
0.572043,0.127198,0.142315
0.573104,0.126817,0.142113
0.574145,0.12645,0.141934
0.575169,0.126078,0.141752
0.576247,0.125689,0.141545
0.57732,0.125307,0.141326
0.578419,0.124945,0.141135
0.579423,0.124599,0.140934
0.58055,0.124206,0.140712
0.581656,0.123854,0.140502
0.582674,0.123493,0.140304
0.583771,0.123119,0.140091
0.584826,0.122768,0.139875
0.585897,0.122405,0.139686
0.587015,0.122026,0.13948
0.588112,0.12165,0.13927
0.589238,0.121268,0.139043
0.590282,0.120905,0.138858
0.591311,0.120553,0.138645
0.592371,0.120182,0.138411
0.593334,0.119845,0.138228
0.594291,0.119514,0.138038
0.595283,0.119184,0.137836
0.596253,0.118874,0.137634
0.597283,0.118518,0.137446
0.59823,0.118189,0.137263
0.599203,0.117833,0.137074
0.60016,0.117512,0.13689
0.601181,0.117155,0.136697
0.602164,0.116807,0.136514
0.603103,0.116467,0.13633
0.604057,0.116168,0.13614
0.604996,0.115868,0.135951
0.605948,0.115559,0.135732
0.606889,0.115239,0.135516
0.607872,0.114905,0.135299
0.60876,0.114581,0.135116
0.609677,0.114255,0.134911
0.610594,0.113938,0.134718
0.611455,0.113639,0.134522
0.612343,0.113368,0.13433
0.613148,0.113091,0.13413
0.614013,0.112782,0.133911
0.614958,0.112462,0.133686
0.615875,0.112165,0.133499
0.61672,0.111888,0.133286
0.617567,0.111608,0.13307
0.618366,0.111365,0.132862
0.61925,0.111075,0.132646
0.620065,0.110794,0.132442
0.620911,0.110487,0.132245
0.621767,0.110187,0.132022
0.62255,0.109906,0.131829
0.623281,0.109657,0.131656
0.624014,0.109422,0.131436
0.624756,0.109159,0.131253
0.62554,0.108878,0.131048
0.626255,0.108632,0.130851
0.62701,0.10838,0.130656
0.627794,0.108125,0.130445
0.628446,0.107916,0.130258
0.629117,0.107676,0.130066
0.62982,0.107445,0.129858
0.630576,0.107201,0.129658
0.631265,0.106964,0.12946
0.631947,0.106737,0.129248
0.632625,0.106537,0.129032
0.633266,0.106341,0.128838
0.633918,0.106147,0.128638
0.634552,0.105941,0.128439
0.63521,0.105727,0.128249
0.635789,0.10554,0.128038
0.636365,0.105367,0.127821
0.636928,0.105209,0.127616
0.637501,0.105029,0.127396
0.638058,0.104865,0.127217
0.63864,0.104655,0.127041
0.639089,0.104533,0.126842
0.639627,0.104351,0.12664
0.640112,0.104191,0.126446
0.640589,0.10407,0.126257
0.641084,0.103933,0.126049
0.641579,0.103772,0.12587
0.642108,0.103588,0.125667
0.642593,0.103424,0.125487
0.643155,0.103247,0.125301
0.643658,0.103102,0.125103
0.644212,0.102934,0.12492
0.644721,0.102781,0.124714
0.645191,0.10262,0.124528
0.645712,0.102463,0.124322
0.646177,0.102311,0.124122
0.64663,0.102162,0.123957
0.647064,0.102035,0.123782
0.64752,0.10191,0.123606
0.647957,0.101785,0.123432
0.648402,0.101638,0.123251
0.648819,0.101511,0.123079
0.649283,0.10137,0.122896
0.649731,0.101221,0.122712
0.650164,0.101092,0.122524
0.650574,0.100963,0.122362
0.65094,0.100845,0.122196
0.65131,0.100736,0.122034
0.65168,0.10061,0.121875
0.652065,0.100482,0.121713
0.652491,0.100337,0.121561
0.652849,0.100208,0.121407
0.653235,0.100091,0.121238
0.653637,0.099958,0.121058
0.654029,0.099837,0.120903
0.654358,0.099729,0.120747
0.654685,0.099619,0.120592
0.65501,0.099508,0.120455
0.65534,0.099411,0.120278
0.655681,0.09931,0.120113
0.656049,0.099203,0.119929
0.656374,0.099096,0.119787
0.656685,0.099003,0.119648
0.656977,0.098906,0.119502
0.6573,0.098808,0.119352
0.657601,0.098722,0.119185
0.657939,0.098627,0.119011
0.658275,0.098532,0.118845
0.65855,0.098446,0.118708
0.658862,0.098353,0.118547
0.65917,0.098256,0.118399
0.659472,0.098159,0.118252
0.659743,0.098092,0.118089
0.659997,0.098012,0.117953
0.660258,0.097927,0.11781
0.660528,0.097844,0.11766
0.660788,0.097761,0.11752
0.661038,0.097686,0.117362
0.66129,0.097597,0.117227
0.661535,0.09752,0.117102
0.661806,0.097435,0.116972
0.662058,0.097363,0.116813
0.66227,0.097292,0.116685
0.662526,0.097233,0.116539
0.662767,0.097165,0.116387
0.662989,0.097105,0.116263
0.663217,0.097017,0.116138
0.663458,0.096949,0.115977
0.663678,0.096894,0.115843
0.663934,0.096828,0.115697
0.664154,0.096746,0.115565
0.66439,0.096676,0.115425
0.664635,0.096609,0.115275
0.66487,0.096533,0.115149
0.665086,0.096462,0.11501
0.66532,0.096378,0.114892
0.665535,0.096307,0.114761
0.665733,0.096259,0.114634
0.66595,0.096185,0.114516
0.666167,0.09612,0.114378
0.666349,0.096071,0.114263
0.666556,0.09601,0.114128
0.666756,0.095958,0.113989
0.666957,0.095888,0.113873
0.667151,0.095841,0.11374
0.66736,0.095791,0.1136
0.667525,0.09574,0.113488
0.66773,0.095681,0.113371
0.667937,0.095622,0.113252
0.668119,0.095576,0.113141
0.66832,0.095514,0.113011
